"","date","experiment","round","assay","plate","condition","control","strain","row","col","trait","phenotype"
"206","20171009","abamectinNILs",1,"a",15,"DMSO","None","FX3448","G","6","mean.TOF",253.709497206704
"207","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","A","1","mean.EXT",450.282258064516
"208","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","A","12","mean.EXT",731.84347826087
"209","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","A","2","mean.EXT",593.174004192872
"210","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","B","1","mean.EXT",499.627306273063
"211","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","B","12","mean.EXT",661.870588235294
"212","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","B","2","mean.EXT",590.603305785124
"213","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3448","B","6","mean.EXT",487.080097087379
"214","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","C","1","mean.EXT",431.06572769953
"215","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","C","12","mean.EXT",588.208037825059
"216","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","C","2","mean.EXT",606.106728538283
"217","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3448","C","6","mean.EXT",532.307189542484
"218","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","D","1","mean.EXT",486.720930232558
"219","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","D","12","mean.EXT",698.833333333333
"220","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","D","2","mean.EXT",752.670886075949
"221","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3448","D","6","mean.EXT",575.316964285714
"222","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","E","1","mean.EXT",436.875
"223","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","E","12","mean.EXT",728.255972696246
"224","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","E","2","mean.EXT",649.22113022113
"225","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3448","E","6","mean.EXT",540.735376044568
"226","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","F","1","mean.EXT",421.215827338129
"227","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","F","12","mean.EXT",698.166666666667
"228","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","F","2","mean.EXT",620.00625
"229","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3448","F","6","mean.EXT",532.48046875
"230","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3518","G","1","mean.EXT",460.023201856148
"231","20171009","abamectinNILs",1,"a",1,"DMSO","None","CB4856","G","12","mean.EXT",706.160990712074
"232","20171009","abamectinNILs",1,"a",1,"DMSO","None","N2","G","2","mean.EXT",652.936416184971
"233","20171009","abamectinNILs",1,"a",1,"DMSO","None","FX3448","G","6","mean.EXT",607.652173913043
"234","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3518","A","1","mean.EXT",475.170603674541
"235","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","A","12","mean.EXT",632.677725118483
"236","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","A","2","mean.EXT",581.11801242236
"237","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3448","A","6","mean.EXT",441.028985507246
"238","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3518","B","1","mean.EXT",495.831460674157
"239","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","B","12","mean.EXT",768.648745519713
"240","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","B","2","mean.EXT",646.473404255319
"241","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3448","B","6","mean.EXT",474.047337278107
"242","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3518","C","1","mean.EXT",418.355813953488
"243","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","C","12","mean.EXT",663.795555555556
"244","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","C","2","mean.EXT",650.36917562724
"245","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3448","C","6","mean.EXT",499.396929824561
"246","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3518","D","1","mean.EXT",482.016055045872
"247","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","D","12","mean.EXT",683.798408488064
"248","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","D","2","mean.EXT",657.574468085106
"249","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3448","D","6","mean.EXT",488.986254295533
"250","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3518","E","1","mean.EXT",475.527108433735
"251","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","E","12","mean.EXT",759.970238095238
"252","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","E","2","mean.EXT",551.075829383886
"253","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3448","E","6","mean.EXT",585.476780185758
"254","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3518","F","1","mean.EXT",492.302631578947
"255","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","F","12","mean.EXT",682.490666666667
"256","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","F","2","mean.EXT",620.583732057416
"257","20171009","abamectinNILs",1,"a",3,"DMSO","None","CB4856","G","12","mean.EXT",797.357142857143
"258","20171009","abamectinNILs",1,"a",3,"DMSO","None","N2","G","2","mean.EXT",611.736070381232
"259","20171009","abamectinNILs",1,"a",3,"DMSO","None","FX3448","G","6","mean.EXT",540.538181818182
"260","20171009","abamectinNILs",1,"a",5,"DMSO","None","FX3518","A","1","mean.EXT",591.692307692308
"261","20171009","abamectinNILs",1,"a",5,"DMSO","None","CB4856","A","12","mean.EXT",745.831275720165
"262","20171009","abamectinNILs",1,"a",5,"DMSO","None","N2","A","2","mean.EXT",679.623376623377
